id,title,category,brand,description,rag_context,image_path
B018Y22C2Y,"Fire Kids Edition Tablet, 7 Display, Wi-Fi, 16 GB, Blue Kid-Proof Case",Electronics,Amazon,"Fire Kids Edition Tablet, 7 Display, Wi-Fi, 16 GB, Blue Kid-Proof Case. Category: Electronics. Brand: Amazon","Product: Fire Kids Edition Tablet, 7 Display, Wi-Fi, 16 GB, Blue Kid-Proof Case | Brand: Amazon | Reviews Summary: [5/5] great tablet for kids when traveling. my grandchild loves it. || [4/5] Bought this for my 2 yr old daughter. She was able to use it within minutes. She loves bed it, plays games on it everyday as well as we bought apps to read to her. She loves it all. || [5/5] Kindle products are fantastic. I've used a kindle & now have a Kindle fire. Use it everyday, so naturally, I would select a Kindle for my granddaughter.",data\images\B018Y22C2Y.jpg
B018Y23MNM,"Fire Kids Edition Tablet, 7 Display, Wi-Fi, 16 GB, Green Kid-Proof Case",Electronics,Amazon,"Fire Kids Edition Tablet, 7 Display, Wi-Fi, 16 GB, Green Kid-Proof Case. Category: Electronics. Brand: Amazon","Product: Fire Kids Edition Tablet, 7 Display, Wi-Fi, 16 GB, Green Kid-Proof Case | Brand: Amazon | Reviews Summary: [4/5] Bought this for my 2 yr old daughter. She was able to use it within minutes. She loves bed it, plays games on it everyday as well as we bought apps to read to her. She loves it all. || [4/5] My kids have grown up with technology in the house and their original tablets have started to become outdated. We have since switched to these fire tablets to help extend their gaming. While if they h || [4/5] This is the second Kid's version of the Fire that I've purchased and I think it's a good deal. Since it's really for my kids to watch Netflix - I was looking for a cheap option. I thought about gettin",data\images\B018Y23MNM.jpg
B01ACEKAJY,"All-New Fire HD 8 Tablet, 8 HD Display, Wi-Fi, 32 GB - Includes Special Offers, Black",Electronics,Amazon,"All-New Fire HD 8 Tablet, 8 HD Display, Wi-Fi, 32 GB - Includes Special Offers, Black. Category: Electronics. Brand: Amazon","Product: All-New Fire HD 8 Tablet, 8 HD Display, Wi-Fi, 32 GB - Includes Special Offers, Black | Brand: Amazon | Reviews Summary: [5/5] Purchase was to replace Fire HD 8.9 that was left on a plane (found & return 50 days later). Like this smaller version due to size & it's 3 years newer on the technology side. || [3/5] meh. it works. i find it difficult to navigate. i also have an ipad mini. this seems to be less intuitive than the ipad. || [5/5] Solid Amazon tablet for those invested in the Amazon ecosystem.",data\images\B01ACEKAJY.jpg
B01AHB9C1E,"Fire HD 8 Tablet with Alexa, 8 HD Display, 32 GB, Tangerine - with Special Offers",Electronics,Amazon,"Fire HD 8 Tablet with Alexa, 8 HD Display, 32 GB, Tangerine - with Special Offers. Category: Electronics. Brand: Amazon","Product: Fire HD 8 Tablet with Alexa, 8 HD Display, 32 GB, Tangerine - with Special Offers | Brand: Amazon | Reviews Summary: [5/5] The clarity of the screen and the back-lit text makes this an improvement from my old tablet. I now can read this in low light and enjoy the color as well. I am enjoying my new Kindle, but it did pres || [5/5] Purchase was to replace Fire HD 8.9 that was left on a plane (found & return 50 days later). Like this smaller version due to size & it's 3 years newer on the technology side. || [3/5] meh. it works. i find it difficult to navigate. i also have an ipad mini. this seems to be less intuitive than the ipad.",data\images\B01AHB9C1E.jpg
B01AHB9CN2,"All-New Fire HD 8 Tablet, 8' HD Display, Wi-Fi, 16 GB - Includes Special Offers, Magenta",Electronics,Amazon,"All-New Fire HD 8 Tablet, 8' HD Display, Wi-Fi, 16 GB - Includes Special Offers, Magenta. Category: Electronics. Brand: Amazon","Product: All-New Fire HD 8 Tablet, 8' HD Display, Wi-Fi, 16 GB - Includes Special Offers, Magenta | Brand: Amazon | Reviews Summary: [4/5] This was bought to replace my old Kindle with keypad, and experimental internet. Was surprised how much the Kindle had changed, and at the same price as my old one was when I bought it!Have already sh || [5/5] outstanding replacement tablet for my outdated and overpriced iPad 2 || [5/5] This is a great tablet for the price. I have one that I purchased a few years ago and use it much more than my laptop. Recently purchased two more for gifts.",data\images\B01AHB9CN2.jpg
B01AHB9CYG,"All-New Fire HD 8 Tablet, 8 HD Display, Wi-Fi, 32 GB - Includes Special Offers, Magenta",Electronics,Amazon,"All-New Fire HD 8 Tablet, 8 HD Display, Wi-Fi, 32 GB - Includes Special Offers, Magenta. Category: Electronics. Brand: Amazon","Product: All-New Fire HD 8 Tablet, 8 HD Display, Wi-Fi, 32 GB - Includes Special Offers, Magenta | Brand: Amazon | Reviews Summary: [5/5] The clarity of the screen and the back-lit text makes this an improvement from my old tablet. I now can read this in low light and enjoy the color as well. I am enjoying my new Kindle, but it did pres || [5/5] Purchase was to replace Fire HD 8.9 that was left on a plane (found & return 50 days later). Like this smaller version due to size & it's 3 years newer on the technology side. || [5/5] Solid Amazon tablet for those invested in the Amazon ecosystem.",data\images\B01AHB9CYG.jpg
B01AHBBG04,"All-New Fire HD 8 Tablet, 8 HD Display, Wi-Fi, 16 GB - Includes Special Offers, Blue",Electronics,Amazon,"All-New Fire HD 8 Tablet, 8 HD Display, Wi-Fi, 16 GB - Includes Special Offers, Blue. Category: Electronics. Brand: Amazon","Product: All-New Fire HD 8 Tablet, 8 HD Display, Wi-Fi, 16 GB - Includes Special Offers, Blue | Brand: Amazon | Reviews Summary: [5/5] Loved the Fire HD7 but the latest HD8 is sharper, faster and still handles great. || [5/5] The best tablet for the price! All three of my children have one & they are worth it! || [5/5] We have one for each of my children so I bought this one for my mother. They are amazing tablets especially for the price!",data\images\B01AHBBG04.jpg
B01AHBDCKQ,"All-New Fire HD 8 Tablet, 8 HD Display, Wi-Fi, 32 GB - Includes Special Offers, Blue",Electronics,Amazon,"All-New Fire HD 8 Tablet, 8 HD Display, Wi-Fi, 32 GB - Includes Special Offers, Blue. Category: Electronics. Brand: Amazon","Product: All-New Fire HD 8 Tablet, 8 HD Display, Wi-Fi, 32 GB - Includes Special Offers, Blue | Brand: Amazon | Reviews Summary: [5/5] The clarity of the screen and the back-lit text makes this an improvement from my old tablet. I now can read this in low light and enjoy the color as well. I am enjoying my new Kindle, but it did pres || [5/5] Purchase was to replace Fire HD 8.9 that was left on a plane (found & return 50 days later). Like this smaller version due to size & it's 3 years newer on the technology side. || [5/5] Solid Amazon tablet for those invested in the Amazon ecosystem.",data\images\B01AHBDCKQ.jpg
B01B66989K,AmazonBasics 11.6-Inch Laptop Sleeve,Electronics,Amazonbasics,AmazonBasics 11.6-Inch Laptop Sleeve. Category: Electronics. Brand: Amazonbasics,"Product: AmazonBasics 11.6-Inch Laptop Sleeve | Brand: Amazonbasics | Reviews Summary: [3/5] BETTER THAN NOTHING, But not as good as the CASE LOGIC: ELS-111 11 Chromebook/Surface 3 Sleeve. Fits the MacAir 11.6 perfect. The Amazon sleeve is simply neoprene, which snags and has so much friction || [3/5] BETTER THAN NOTHING, But not as good as the CASE LOGIC: ELS-111 11 Chromebook/Surface 3 Sleeve. Fits the MacAir 11.6 perfect. The Amazon sleeve is simply neoprene, which snags and has so much friction || [3/5] BETTER THAN NOTHING, But not as good as the CASE LOGIC: ELS-111 11 Chromebook/Surface 3 Sleeve. Fits the MacAir 11.6 perfect. The Amazon sleeve is simply neoprene, which snags and has so much friction",data\images\B01B66989K.jpg
B01BH83OOM,Amazon Tap Smart Assistant Alexaenabled (black) Brand New,Electronics,Amazon,Amazon Tap Smart Assistant Alexaenabled (black) Brand New. Category: Electronics. Brand: Amazon,"Product: Amazon Tap Smart Assistant Alexaenabled (black) Brand New | Brand: Amazon | Reviews Summary: [5/5] With the new update allowing hands-free 'Hey Alexa' commands, this is a great device. The battery allows you to disconnect from the wall. The sound is very good and fills a small room well with decent || [5/5] Bought it for a couple of my friends and it was a big hit with them! Very useful! || [5/5] It works well it takes time for it to know your vocabulary",data\images\B01BH83OOM.jpg
B01E6AO69U,Amazon Echo – White,Electronics,Amazon,Amazon Echo – White. Category: Electronics. Brand: Amazon,"Product: Amazon Echo – White | Brand: Amazon | Reviews Summary: [5/5] Pros: Standard Echo. Cons: Older generation Echo. Other Thoughts: Arrived on time and was new in box. || [5/5] Pros: Got it for under 50, much impressive sound than 2nd gen. Has every other functionality. Cons: May be not trendy looking as newer, but still sets well on my kitchen island",data\images\B01E6AO69U.jpg
B01GAGYVU2,Certified Refurbished Amazon Echo,Electronics,Amazon,Certified Refurbished Amazon Echo. Category: Electronics. Brand: Amazon,"Product: Certified Refurbished Amazon Echo | Brand: Amazon | Reviews Summary: [5/5] I find it amusing to ask Alexa simple questions and timers. Not liking the messaging part that doesn't integrate with my iPhone, but it has awesome notifications and does sync with my Google calendar. || [5/5] This is my second Echo. The first one I purchased at Home Depot for 139. I knocked it off my nightstand a few times with no damage. The last time it fell, it completely died. So now it's just after Ch || [5/5] Very clear picture on monitor easy to install with mobile phone and quite enjoyable to ask questions Alexa is very informative.",data\images\B01GAGYVU2.jpg
B01IO618J8,"All-New Fire 7 Tablet with Alexa, 7' Display, 8 GB - Marine Blue",Electronics,Amazon,"All-New Fire 7 Tablet with Alexa, 7' Display, 8 GB - Marine Blue. Category: Electronics. Brand: Amazon","Product: All-New Fire 7 Tablet with Alexa, 7' Display, 8 GB - Marine Blue | Brand: Amazon | Reviews Summary: [5/5] Amazing way to keep my kids reading and also to have for games || [5/5] Got this for my father and he enjoys it. Plus I got it on black friday pricing too || [5/5] I bought for my son. Bought the thick blue bumper with it. 30 dollars for tablet on Black Friday. I liked it so much that I bought 3 more as Christmas stocking stuffers. He’s 17 months old and loves",data\images\B01IO618J8.jpg
B01J24C0TI,Amazon Echo Show - Black,Electronics,Amazon,Amazon Echo Show - Black. Category: Electronics. Brand: Amazon,"Product: Amazon Echo Show - Black | Brand: Amazon | Reviews Summary: [5/5] Pros: I love the Alexa series so when this one went on sale I had to get it with a camera. Now I can watch my security cameras from my couch or even drop in and see whats going on in other places. The || [4/5] I love having the screen available to use for certain tasks like streaming doorbell video, security camera footage, Amazon Prime music lyrics and videos, but I am disappointed that Amazon’s implemen || [5/5] Love it Love it Love it!!!!!!!!!!!!!!!!!!!!!!!!!!!",data\images\B01J24C0TI.jpg
B01J94SBEY,"All-New Fire HD 8 Kids Edition Tablet, 8 HD Display, 32 GB, Blue Kid-Proof Case",Electronics,Amazon,"All-New Fire HD 8 Kids Edition Tablet, 8 HD Display, 32 GB, Blue Kid-Proof Case. Category: Electronics. Brand: Amazon","Product: All-New Fire HD 8 Kids Edition Tablet, 8 HD Display, 32 GB, Blue Kid-Proof Case | Brand: Amazon | Reviews Summary: [5/5] I have been wanting to get a tablet for my grandson. However his mother insisted on waiting till he was older. Recently he has been talking a lot more and my daughter said that if I wanted to buy the  || [5/5] A perfect tablet for kids. The parental controls allow only age appropriate content and are customizable without spending hours digging through the settings. It comes with a 2-year no questions asked  || [5/5] Got this for my son he loves it. Very easy to use durable and with a two year no questions ask warranty can't beat it",data\images\B01J94SBEY.jpg
B01J94SCAM,"All-New Fire HD 8 Kids Edition Tablet, 8 HD Display, 32 GB, Pink Kid-Proof Case",Electronics,Amazon,"All-New Fire HD 8 Kids Edition Tablet, 8 HD Display, 32 GB, Pink Kid-Proof Case. Category: Electronics. Brand: Amazon","Product: All-New Fire HD 8 Kids Edition Tablet, 8 HD Display, 32 GB, Pink Kid-Proof Case | Brand: Amazon | Reviews Summary: [5/5] Purchase this Amazon - Fire HD 8 Kids Edition for my 2 year old grand daughter. She can watch her kid's videos now on her own device. She is learning to pick the videos she wants to watch. Her parents || [5/5] I purchased the 7' for my son when he was 1.5 years old, that one broke and while waiting for the replacement they came out with a 16gb version which I got him, he loved it. I now just saw the 8' with || [4/5] This tablet with the lesser price tag than a appple ipad is far less worry fora 3 yr old to have and own to watch with you while you both are together on the couch at night, a must for a first time ta",data\images\B01J94SCAM.jpg
B01J94SWWU,Amazon Fire HD 8 with Alexa (8' HD Display Tablet),Electronics,Amazon,Amazon Fire HD 8 with Alexa (8' HD Display Tablet). Category: Electronics. Brand: Amazon,Product: Amazon Fire HD 8 with Alexa (8' HD Display Tablet) | Brand: Amazon | Reviews Summary: [4/5] This is a great tablet. I got it on Black Friday at an amazing price. The downside: a lot of features are only available to Amazon prime and audible members with an expensive membership fee and the se || [5/5] Excellent upgrade for my wife's original 7' 8GB Fire Tablet. Great graphics and very powerful! || [5/5] Got this gift as a present for Christmas for my son. He enjoys playing games on it and watching Netflix,data\images\B01J94SWWU.jpg
B01J94T1Z2,"All-New Fire HD 8 Tablet with Alexa, 8 HD Display, 32 GB, Marine Blue - with Special Offers",Electronics,Amazon,"All-New Fire HD 8 Tablet with Alexa, 8 HD Display, 32 GB, Marine Blue - with Special Offers. Category: Electronics. Brand: Amazon","Product: All-New Fire HD 8 Tablet with Alexa, 8 HD Display, 32 GB, Marine Blue - with Special Offers | Brand: Amazon | Reviews Summary: [5/5] Very easy for a small child to use. very kid friendly || [5/5] I have always been pleased with Amazon Fire Tablets that I have brought in the past. They are fast and never have a problem connecting to the internet like a few others I have had. After trying anothe || [5/5] The HD display is absolutely gorgeous. Charging time is speedy, battery life is extended compared to the older generation tablets, and it's very user-friendly. Easy to learn and enjoyable!",data\images\B01J94T1Z2.jpg
B01J94YIT6,"All-New Fire HD 8 Tablet with Alexa, 8 HD Display, 16 GB, Marine Blue - with Special Offers",Electronics,Amazon,"All-New Fire HD 8 Tablet with Alexa, 8 HD Display, 16 GB, Marine Blue - with Special Offers. Category: Electronics. Brand: Amazon","Product: All-New Fire HD 8 Tablet with Alexa, 8 HD Display, 16 GB, Marine Blue - with Special Offers | Brand: Amazon | Reviews Summary: [5/5] This tablet offers so much fun for what I expected || [5/5] This is a good product at a great price if you are needing a tablet for web surfing. || [5/5] every time amazon updates there old to new the devices get better.",data\images\B01J94YIT6.jpg
B01L7XWEQQ,AmazonBasics Silicone Hot Handle Cover/Holder - Red,Home & Garden,Amazonbasics,AmazonBasics Silicone Hot Handle Cover/Holder - Red. Category: Home & Garden. Brand: Amazonbasics,Product: AmazonBasics Silicone Hot Handle Cover/Holder - Red | Brand: Amazonbasics | Reviews Summary: [4/5] It slippes around on pan handle,data\images\B01L7XWEQQ.jpg
B01N32NCPM,Amazon Fire TV with 4K Ultra HD and Alexa Voice Remote (Pendant Design) | Streaming Media Player,Electronics,Amazon,Amazon Fire TV with 4K Ultra HD and Alexa Voice Remote (Pendant Design) | Streaming Media Player. Category: Electronics. Brand: Amazon,Product: Amazon Fire TV with 4K Ultra HD and Alexa Voice Remote (Pendant Design) | Streaming Media Player | Brand: Amazon | Reviews Summary: [5/5] A lazy mans drean when it is combined with Alexa. If you get the harmony hub you can really impress with home automation || [5/5] I really enjoy my Fire stick. It's really easy to use. || [5/5] Really cool device! Instantly noticed the difference in quality when I switched from the regular Fire Stick to the Fire TV with 4k.,data\images\B01N32NCPM.jpg
B06VTJWRJW,"All-New Kindle Oasis E-reader - 7 High-Resolution Display (300 ppi), Waterproof, Built-In Audible, 32 GB, Wi-Fi + Free Cellular Connectivity","Electronics,Media",Amazon,"All-New Kindle Oasis E-reader - 7 High-Resolution Display (300 ppi), Waterproof, Built-In Audible, 32 GB, Wi-Fi + Free Cellular Connectivity. Category: Electronics,Media. Brand: Amazon","Product: All-New Kindle Oasis E-reader - 7 High-Resolution Display (300 ppi), Waterproof, Built-In Audible, 32 GB, Wi-Fi + Free Cellular Connectivity | Brand: Amazon | Reviews Summary: [5/5] The best Kindle ever, for me, is still the huge DX that Amazon used to make. But that is ancient history.With the current generation, I have owned the Voyager, and both the new and older versions of t || [5/5] I always use it when i read ebook ,i like it a lot || [5/5] Bought the new Oasis for my wife. She already had the first Oasis and was very pleased with it. What sets this one apart is the 7' screen. Much easier to see (we are not '20ish by a longshot) and the ",data\images\B06VTJWRJW.jpg
B06XB29FPF,Amazon - Echo Plus w/ Built-In Hub - Silver,"Electronics,Hardware",Amazon,"Amazon - Echo Plus w/ Built-In Hub - Silver. Category: Electronics,Hardware. Brand: Amazon","Product: Amazon - Echo Plus w/ Built-In Hub - Silver | Brand: Amazon | Reviews Summary: [5/5] Works great. Turns H&A up and down. Tv on and off. Lights on and off. All from Alexa. You do have to have apps and special lights. || [5/5] I LOVE Alexa and my Echo device (and Smart Bulb) so much I bought 4 more Echos and 8 more bulbs with more to come soon... || [5/5] So I went to the store, purchased and gifted.it was a snap.",data\images\B06XB29FPF.jpg
B06XCWLL12,"All-New Kindle Oasis E-reader - 7 High-Resolution Display (300 ppi), Waterproof, Built-In Audible, 32 GB, Wi-Fi - Includes Special Offers","Electronics,Media",Amazon,"All-New Kindle Oasis E-reader - 7 High-Resolution Display (300 ppi), Waterproof, Built-In Audible, 32 GB, Wi-Fi - Includes Special Offers. Category: Electronics,Media. Brand: Amazon","Product: All-New Kindle Oasis E-reader - 7 High-Resolution Display (300 ppi), Waterproof, Built-In Audible, 32 GB, Wi-Fi - Includes Special Offers | Brand: Amazon | Reviews Summary: [5/5] Hands down best kindle around this is my third kindle and they are all amazing but this one takes the fake love all the new options on this updated model... || [3/5] This is a neat little device and I love it. I am glad they added Audible functionality. It is a little pricey for an E-reader... actually very pricey but I got mine as a gift. I wish you didn't have t || [4/5] This is perfect. I carry mine 24/7. Super fast also. Only downside is the battery life is not good. I have to charge at least once a week no matter how I use the settings/light level.",data\images\B06XCWLL12.jpg
B06XD5YCKX,"All-New Kindle Oasis E-reader - 7 High-Resolution Display (300 ppi), Waterproof, Built-In Audible, 8 GB, Wi-Fi - Includes Special Offers","Electronics,Media",Amazon,"All-New Kindle Oasis E-reader - 7 High-Resolution Display (300 ppi), Waterproof, Built-In Audible, 8 GB, Wi-Fi - Includes Special Offers. Category: Electronics,Media. Brand: Amazon","Product: All-New Kindle Oasis E-reader - 7 High-Resolution Display (300 ppi), Waterproof, Built-In Audible, 8 GB, Wi-Fi - Includes Special Offers | Brand: Amazon | Reviews Summary: [5/5] Love my new kindle!!! I would recommend this to anyone who reads ebooks or has audible. || [5/5] I got this as gift for my husband and he loves it! Excellent e-reader! || [5/5] I owned the Kindle Keyboard, Kindle Paperwhite, and purchased new generation Kindle Oasis recently. It feels much more premium with the aluminium casing than first generation. It is so great!",data\images\B06XD5YCKX.jpg
B073SQYXTW,Echo Spot Pair Kit (Black),Electronics,Amazon,Echo Spot Pair Kit (Black). Category: Electronics. Brand: Amazon,"Product: Echo Spot Pair Kit (Black) | Brand: Amazon | Reviews Summary: [4/5] ASIDE FROM THE FACT THAT THE SCREEN IS SMALL, IT'S A GREAT LITTLE DEVICE. FOR THOSE THAT PREFER A LARGER SCREEN, THE ECHO SHOW WOULD BE A BETTER CHOICE. || [5/5] I wasn't sure I even wanted this item, but caught up in all the excitement surrounding the Alexa enabled devices. Well....after getting it home I became addicted and ordered two Echos for the entertai",data\images\B073SQYXTW.jpg
B074MCBG25,Cat Litter Box Covered Tray Kitten Extra Large Enclosed Hooded Hidden Toilet,Animals & Pet Supplies,Amazonbasics,Cat Litter Box Covered Tray Kitten Extra Large Enclosed Hooded Hidden Toilet. Category: Animals & Pet Supplies. Brand: Amazonbasics,"Product: Cat Litter Box Covered Tray Kitten Extra Large Enclosed Hooded Hidden Toilet | Brand: Amazonbasics | Reviews Summary: [5/5] I replaced my cat's x-large litter box to this smaller sized litter box... It's easy to clean and takes less kitty litter to fill it which I like || [5/5] Great price, good value!",data\images\B074MCBG25.jpg
B0751RGYJV,Amazon Echo (2nd Generation) Smart Assistant Oak Finish Priority Shipping,Electronics,Amazon,Amazon Echo (2nd Generation) Smart Assistant Oak Finish Priority Shipping. Category: Electronics. Brand: Amazon,Product: Amazon Echo (2nd Generation) Smart Assistant Oak Finish Priority Shipping | Brand: Amazon | Reviews Summary: [4/5] I bought it for my grandson’s birthday... he loves it;) || [5/5] This was a gift for my mother and she absolutely loves this thing || [4/5] We have one in every room and it's nice that we can ask to play music in all the devices. She has a hard time understanding Spanish words and sometimes we've noticed that she replies from other rooms ,data\images\B0751RGYJV.jpg
B0752151W6,"All-new Echo (2nd Generation) with improved sound, powered by Dolby, and a new design Walnut Finish","Electronics,Furniture",Amazon,"All-new Echo (2nd Generation) with improved sound, powered by Dolby, and a new design Walnut Finish. Category: Electronics,Furniture. Brand: Amazon","Product: All-new Echo (2nd Generation) with improved sound, powered by Dolby, and a new design Walnut Finish | Brand: Amazon | Reviews Summary: [5/5] After researching The Amazon Echo and the Google Home equivalent, I decided to go with the Echo since that one was recommended for Apple users. I found the set up to be easy and very user friendly. I  || [5/5] I like using Amazon Echo for playing calming music to help me fall asleep. I use it to play nature sounds for my dog while I am away.",data\images\B0752151W6.jpg
